linea;sublinea;subgrupo;subgrup2;nombre;refer;codigo;nomprov;q_fin;s_fin;qventa;valoriz1;marca;nomb_marca;talla;refabrica;cod_ref;pvta1i
03;20;;;"SOPORTE DE PARED 37""-70"" BRAZO FLEXIBLE K-BF3770 KALLEY";K-BF3770;09152;;10;671430;1;0;0011;KALLEY;;;;120000
03;20;;;"SOPORTE DE PARED BRAZO 32""-60"" NT-W8 NIATEC";NT-W8;08237;;5;373950;1;0;0099;NIATEC;;;;125000
03;20;;;"SOPORTE DE PARED BRAZO P65 55""-85"" NB";P65;07681;;1;150000;0;0;0322;NB;;;;270000
03;20;;;"SOPORTE DE PARED CON BRAZO 14""-55"" HDL-117B-2  HOME DESIGN";HDL-117B-2;00555;;15;328281,1382;0;0;0117;HOME DESIGN;;;;48000
03;20;;;"SOPORTE DE PARED DE BRAZO JX-400 32""-55"" JEXPA";JX-400;06533;;1;33000;0;0;0500;JEXPA;;;;58000
03;20;;;"SOPORTE DE PARED FIJO 14""-42"" STV-029 STEREN";STV-029;07246;;10;147058,8;0;0;0518;STEREN;;;;38000
03;20;;;"SOPORTE DE PARED FIJO 40"" A 65"" NBC3-T NB";NBC3-T;04802;;5;144554,64;0;0;0322;NB;;;;78000
03;20;;;SOPORTE DE PARED FIJO HD 602B JUANCHO;HD 602B;06225;;2;22088;0;0;0310;JUANCHO;;;;28000
03;20;;;"SOPORTE DE PARED FIJO INCLINABLE DF70-T 55""-85"" NB";DF70-T;07687;;1;120000;0;0;0322;NB;;;;215000
03;20;;;"SOPORTE DE PARED FIJO S40 32""-55"" JANTRID";S40;08303;;7;210000;0;0;0116;JANTRID;;;;58000
03;20;;;"SOPORTE DE PARED FIJO S68 42""-75"" JANTRID";S68;07684;;5;175000;0;0;0116;JANTRID;;;;72000
03;20;;;"SOPORTE DE PARED P6 DOBLE BRAZO 40""-80"" NB";P6;06530;;6;428571,42;2;0;0322;NB;;;;130000
03;20;;;SOPORTE DE PARED PARA CABINA SP-15H PRO DJ;SP-15H;10088;;5;210085;1;0;0361;PRO DJ;;;;78000
03;20;;;"SOPORTE DE PARED YSD-900 60"" A 110"" JUANCHO";YSD-900;04803;;5;302521;0;0;0310;JUANCHO;;;;105000
03;20;;;"SOPORTE DE TECHO 32""-70"" PARA TV NBT560-15 NB";NBT560-15;10039;;2;105848,74;0;0;0322;NB;;;;98000
03;20;;;"SOPORTE DOBLE DE BRAZO 32""-60"" P5 NB";P5;07298;;1;45815,13;2;0;0322;NB;;;;88000
03;20;;;SOPORTE FIJO PARED 37-55 TSLF37;37-55 TSLF37;02094;;2;56022,4;0;0;01;PRINCIPAL;;;;45000
03;20;;;"SOPORTE FLEXIBLE 13"" - 42"" PARED KALLEY";13-42KALLEYFLEXIBLE;02235;;1;32974,9325;0;0;0011;KALLEY;;;;58000
03;20;;;"SOPORTE FLEXIBLE HIDRAULICO 23"" A 55"" K-STVBFH2355 KALLEY";K-STVBFH2355;07593;;6;780030;0;0;0011;KALLEY;;;;210000
03;20;;;"SOPORTE MOVIL 32""-55"" FLEXIBLE JLC-55FLEX JLC";JLC-55FLEX;08789;;1;72184,87;4;0;0050;JLC;;;;120000
03;20;;;"SOPORTE MOVIL 32-55"" JLC-55FLEXBA LIVIANA JLC";JLC-55FLEXBA;08791;;1;31008,4;0;0;0050;JLC;;;;55000
03;20;;;"SOPORTE MOVIL 37""-70"" JLC-70FLEXBA 40KG JLC";JLC-70FLEXBA;08790;;1;69663,87;0;0;0050;JLC;;;;118000
03;20;;;SOPORTE PARA 12 VASOS 7862 ARISBU;7862 ARISBU;00859;;2;15006;0;0;0135;ARISBU;;;;12500
03;20;;;SOPORTE PARA CABINAS FIJA SG-001 PROPHONIC;SG-001;07567;;2;60000;0;0;0549;PROPHONIC;;;;55000
03;20;;;SOPORTE PARA MICROFONO TYM-068 BLACK PROPHONIC;TYM-068 BLACK;07569;;3;133950;0;0;0549;PROPHONIC;;;;75000
03;20;;;SOPORTE PARED MARIPOSA 10-42 82173 VISIVO;82173 VISIVO;00915;;2;92125,74;0;0;0174;VISIVO;;;;74000
03;20;;;SOPORTE PIE MICROFONO PMS120 169+8CM ALUMINIO NG ROXTONE;PMS120;08771;;1;116660;0;0;0617;ROXTONE;;;;195000
03;20;;;"SOPORTE TV 23"" A 52"" HT004 JUANCHO";HT004;04856;;1;43000;0;0;0310;JUANCHO;;;;88000
03;20;;;SOPORTE VIDRIO NT-W10 NIATEC;NT-W10;09356;;4;60800;0;0;0099;NIATEC;;;;35000
03;20;;;TRIPODE PARA CABINA MEDIANO S-2 AUDIO POP;S-2;04118;;9;163800;0;0;0098;AUDIO POP;;;;55000
03;20;;;TRIPODE PARA PARLANTE NT-H5 NIATEC;NT-H5;04627;;6;149818,2857;0;0;0099;NIATEC;;;;55000
03;20;;;TRIPODE PEQUEÑO COLORES SURTIDOS NT-H6 NIATEC;NT-H6;09351;;2;33307,4545;3;0;0099;NIATEC;;;;38000
03;20;;;TRIPODE PROFESIONAL SOP. 80KG TJR-003 J&R;TJR-003;08747;;5;289915,95;1;0;0387;J&R TECHNOLOGY;;;;98000
03;20;;;TRIPODE STAND ST-108 JUANCHO;ST-108;04865;;1;29400;0;0;0310;JUANCHO;;;;55000
03;20;;;TRIPODE SY-004 PRO DJ;SY-004;04077;;1;58824;0;0;0361;PRO DJ;;;;105000
03;21;;;ANTENA AEREA DIGITAL HD KZ-900IHD KREIZER;KZ-900IHD;03974;;1;36977,7777;0;0;0377;KREIZER;;;;75000
03;21;;;ANTENA DIGITAL TV HD SG-3003 LA INDEPENDENCIA;SG-3003;00298;;14;127937,7998;4;0;01;PRINCIPAL;;;;25000
03;21;;;ANTENA DIREC TV;;02200;;3;93183,93;0;0;0203;DIRECT TV;;;;49900
03;21;;;ANTENA LQ-5E CAMPO CON CABLE JUANCHO;LQ-5E;04798;;7;117647,04;1;0;0310;JUANCHO;;;;38000
03;21;;;ANTENA PLANA DE AIRE HD-107 TDT MISTER BULL;HD-107;05821;;2;9900;0;0;0466;MISTER BULL;;;;28000
03;21;;;ANTENA TDT 04B RAWN;04B;03746;;6;90756,3;0;0;0355;RAWN;;;;45000
03;21;;;ANTENA TDT CAMPO + CABLE E11 TIANZAO;E11;03378;;4;112672,256;2;0;0324;TIANZAO;;;;68000
03;21;;;ANTENA TDT CAMPO ANT-UHF16 UDUKE;ANT-UHF16;08352;;11;601180,421;2;0;0603;UDUKE;;;;88000
03;21;;;ANTENA TDT PUEBLO NT-AT115 NIATEC;NT-AT115;08236;;1;9664;0;0;0099;NIATEC;;;;23500
03;21;;;ANTENA TDT TG-006 JUANCHO;TG-006;03744;;1;15000;0;0;0310;JUANCHO;;;;32000
03;22;;;ASADERA RECTANGULAR N°4 MARCOLAR;N°4;05237;;2;39215,68;1;0;0239;MARCOLAR;;;;35000
03;22;;;BANDEJA ASADERA ACERO;;01199;;3;47719,08;0;0;01;PRINCIPAL;;;;26500
03;22;;;MOLDE #1.5 LIBRA DIBOL;;03198;;7;67244,3334;0;0;0311;DIBOL;;;;18500
03;22;;;MOLDE #2 LIBRA DIBOL;#2;03203;;5;61169,0477;0;0;0311;DIBOL;;;;27500
03;22;;;MOLDE #28 ACERO INOX JA;#28;06073;;1;9899,1667;0;0;0270;JA;;;;22000
03;22;;;MOLDE #3 LIBRA DIBOL;;03204;;1;10710,6667;0;0;0311;DIBOL;;;;22500
03;22;;;MOLDE #3/4 LIBRA DIBOL;;03201;;1;6110;0;0;0311;DIBOL;;;;12500
03;22;;;MOLDE 1 1/4 LIBRA M114L ALUMINIOS SEVE;M114L;09636;;5;48403,2;0;0;0300;ALUMINIOS SEVE;;;;21500
03;22;;;MOLDE 1 LIBRA M1LB ALUMINIOS SEVE;M1LB;09635;;6;53243,52;0;0;0300;ALUMINIOS SEVE;;;;19500
03;22;;;MOLDE 1/2 LIBRA M12L ALUMINIOS SEVE;M12L;09633;;1;7260,48;0;0;0300;ALUMINIOS SEVE;;;;15500
03;22;;;MOLDE 2 LIBRAS ALUMINIO DIBOL;;04927;;7;73584;0;0;0311;DIBOL;;;;22000
03;22;;;MOLDE 3/4 LIBRA M34L ALUMINIOS SEVE;M34L;09634;;3;24201,6;0;0;0300;ALUMINIOS SEVE;;;;17500
03;22;;;MOLDE ALUMINIO 3 LIBRAS DIBOL;;04928;;9;103311;0;0;0311;DIBOL;;;;28000
03;22;;;MOLDE ASADERA BAJA N°2 ACERO MC-204 RECTANGULAR MARCOLAR;MC-204;01197;;8;150627,84;0;0;0239;MARCOLAR;;;;38000
03;22;;;MOLDE ASADERA N°1 RECTANGULAR BAJA MC-203 MARCOLAR;MC-203;01196;;6;101231,9217;1;0;0239;MARCOLAR;;;;38000
03;22;;;MOLDE ASADERA N°2 RECTANGULAR BAJA MC-204 MARCOLAR;MC-204;07838;;2;48304;0;0;0239;MARCOLAR;;;;48000
03;22;;;MOLDE ASADERA RECTANGULAR BAJA N°0 MARCOLAR;MC-202;02359;;3;43128;0;0;0239;MARCOLAR;;;;30500
03;22;;;MOLDE CORAZON #2 MC-248 MARCOLAR;MC-248;09479;;2;28880;0;0;0239;MARCOLAR;;;;30500
03;22;;;MOLDE CORAZON #3 MC-249 MARCOLAR;MC-249;02363;;3;58394,6;0;0;0239;MARCOLAR;;;;38000
03;22;;;MOLDE PARA HORNO BG-37043-BK ACERO NG 41.5X29CM BERGNER;BG-37043-BK;05572;;1;18487;0;0;0452;BERGNER;;;;38000
03;22;;;MOLDE PARA HORNO GRANITO 24CM JA2082004 PORTAL DEL HOGAR .;JA2082004;06304;;1;21848,6667;0;0;0134;PORTAL DEL HOGAR;;;;42000
03;22;;;MOLDE PARA HORNO GRANITO 33X25X5 JA2082001 PORTAL DEL HOGAR;JA2082001;06303;;1;32773;0;0;0134;PORTAL DEL HOGAR;;;;58500
03;22;;;MOLDE PARA HORNO GRANITO 40CM JA2082003 PORTAL DEL HOGAR;JA2082003;06302;;2;65546;0;0;0134;PORTAL DEL HOGAR;;;;58500
03;22;;;MOLDE REDONDO #32 ACERO INOX;RED #32;06074;;5;52689,1667;0;0;0270;JA;;;;24500
03;22;;;MOLDE REDONDO #36 ACERO INOX JA;RED #36;06075;;5;57479,1667;0;0;0270;JA;;;;26500
03;22;;;MOLDE REDONDO 1LB ALUMINIO MUNAL;M1LB MUNAL;07812;;2;24032;0;0;0048;MUNAL;;;;25500
03;22;;;MOLDE REDONDO 2LB ALUMINIO MUNAL;M2LB MUNAL;01353;;4;72788,416;0;0;0048;MUNAL;;;;35000
03;22;;;MOLDE REDONDO REFRACTARIO 1.7 LT 1795422 PYROREY CRISA;1795422;07378;;5;110924,15;0;0;0291;CRISA;;;;42000
03;22;;;MOLDE REDONDO TORTA 03 300 GRAMOS;;01349;;1;11104,44;0;0;01;PRINCIPAL;;;;18500
03;22;;;MOLDE SILICONA CORAZONES JA181043 JA;JA181043;03817;;2;11428,6657;0;0;0270;JA;;;;16500
03;22;;;MOLDE SILICONA OSITO JA181037 JA;JA181037;03815;;1;5714,3333;0;0;0270;JA;;;;16500
03;22;;;MOLDE SILICONA ROSITAS JA181039 JA;JA181039;03818;;3;17143;0;0;0270;JA;;;;16500
03;22;;;MOLDE TORTERO #1 REDONDO JUANCHO;#1 RD;06435;;1;7008;0;0;0310;JUANCHO;;;;15500
03;22;;;MOLDE TORTERO #2 REDONDO JUANCHO;#2 RD;06436;;1;7884;0;0;0310;JUANCHO;;;;18500
03;22;;;MOLDE TORTERO #3 REDONDO JUANCHO;#3 RD;06437;;1;8760;0;0;0310;JUANCHO;;;;22500
03;22;;;MOLDE TORTERO #4 REDONDO JUANCHO;#4 RD;06438;;2;19272;0;0;0310;JUANCHO;;;;25500
03;22;;;MOLDE TORTERO #5 REDONDO JUANCHO;#5 RD;06439;;1;10512;0;0;0310;JUANCHO;;;;28500
03;22;;;SET MOLDES X3 CORAZON MC-246 MARCOLAR;MC-246;05324;;2;89152;0;0;0239;MARCOLAR;;;;78000
03;23;;;PORTACOMIDA CLIP LOCK 1.5 LITROS LS12L POLIMES;LS12L;09554;;3;84822;0;0;0049;POLIMES;;;;48000
03;23;;;PORTACOMIDA INOX 550ML 107513 EVER HOUSE;107513;08004;;1;16799;0;0;0175;EVER HOUSE;;;;30500
03;23;;;PORTACOMIDA MC50 YIWU;MC50;10442;;3;80419,98;0;0;0740;YIWU;;;;48000
03;23;;;PORTACOMIDA ROSCA X3 F90695 INMENSA;F90695;09396;;6;32382;0;0;0693;INMENSA;;;;12500
03;23;;;PORTACOMIDA TERMICO 1.5 LITROS TV02 EXCEL 3P POLIMES;TV02;05775;;3;89496;0;0;0049;POLIMES;;;;52000
03;23;;;PORTACOMIDAS 1 LITRO TO-GO CLIP N LOCK LS01L POLIMES;LS01L;09553;;6;91224;0;0;0049;POLIMES;;;;29500
03;23;;;PORTACOMIDAS CUADRADO X3 COLORES 0100801 INGEPRODUCTOS;0100801;07713;;77;287210;1;0;0083;INGEPRODUCTOS;;;;9500
03;23;;;PORTACOMIDAS INOX GRANDE JP304-89A20 JINPAI;JP304-89A20;08904;;2;127731,1;0;0;0630;JINPAI;;;;110000
03;23;;;PORTACOMIDAS INOX MEDIANO JP304-89A16 JINPAI;JP304-89A16;08903;;2;119327,74;0;0;0630;JINPAI;;;;99500
03;23;;;PORTACOMIDAS PEQUEÑO INOX HX-12383 ALUMAR;HX-12383;08907;;3;55752;1;0;0147;ALUMAR;;;;38000
03;23;;;PORTACOMIDAS REDONDO X3 COLORES 0100802 INGEPRODUCTOS;0100802;07715;;14;49700;1;0;0083;INGEPRODUCTOS;;;;8500
03;23;;;PORTACOMIDAS REDONDO X3 DECORADO 0100803 INGEPRODUCTOS;0100803;07714;;7;25410;4;0;0083;INGEPRODUCTOS;;;;9000
03;23;;;PORTACOMIDAS X3 11413 NP;11413;07139;;1;11047;2;0;0161;NP;;;;23500
03;23;;;PORTACOMIDAS X4 PX4 ALUMINIOS SEVE;PX4;10137;;4;127732;0;0;0300;ALUMINIOS SEVE;;;;62000
03;23;;;TERMO COMIDA ACERO INOX 2 LITROS 3 REC HE0924 HOME ELEMENTS;HE0924;05035;;8;294379,349;1;0;0003;HOME ELEMENTS;;;;72000
03;24;;;ARMARIO DE ROPA BARU TAUPE 9288 RIMAX;9288 RIMAX;00032;;2;814447,47;0;0;0029;RIMAX;;;;668000
03;24;;;ARMARIO DE TELA MEDIANO MARRON GY-02 LA INDEPENDENCIA;GY-02;10634;;2;87394,96;0;0;0708;LA INDEPENDENCIA;;;;82000
03;24;;;ARMARIO GRANDE BARU TAUPE 9286 RIMAX;9286 RIMAX;03140;;1;319145,4317;1;0;0029;RIMAX;;;;515000
03;24;;;ARMARIO GRANDE BARU WENGUE 11971 RIMAX;11971;06991;;4;1325922;0;0;0029;RIMAX;;;;520000
03;24;;;ARMARIO GRANDE FERRARA WENGUE 434-WEN MQ;434-WEN;10279;;1;302437;1;0;0103;MQ;;;;470000
03;24;;;ARMARIO GRANDE MULTIUSOS BARU GRIS 6254 RIMAX;6254;08642;;1;327613;0;0;0029;RIMAX;;;;510000
03;24;;;ARMARIO GRANDE RATTAN TAUPE 10365 RIMAX;10365;06588;;3;998500;0;0;0029;RIMAX;;;;530000
03;24;;;ARMARIO GRANDE RATTAN WENGUE 7188 RIMAX;7188;03686;;2;712790;0;0;0029;RIMAX;;;;555000
03;24;;;ARMARIO MEDIANO BARU WENGUE 11972 RIMAX;11972;09276;;1;184000;0;0;0029;RIMAX;;;;290000
03;24;;;ARMARIO PARA ROPA BARU WENGUE 12582 RIMAX;12582;10549;;1;430957;0;0;0029;RIMAX;;;;668000
03;24;;;ARMARIO PARA ROPA GRIS BARU 17113 RIMAX;17113;03102;;2;727241,0711;0;0;0029;RIMAX;;;;595000
03;24;;;ARMARIO PARA ROPA RATTAN TAUPE 10369 RIMAX;10369;03108;;1;453036;0;0;0029;RIMAX;;;;702000
03;24;;;ARMARIO PARA ROPA RATTAN WENGUE 7511 RIMAX;7511;05156;;3;1221795,496;0;0;0029;RIMAX;;;;688000
03;24;;;ESCALESILLA PROFESIONAL WENGUE RIMAX;ESC WEN RMX;10197;;2;69760;0;0;0029;RIMAX;;;;58000
03;24;;;ESTANTE PARA BAÑO CON PUERTAS MOCCA 12980 RIMAX;12980;08470;;2;217316,86;0;0;0029;RIMAX;;;;180000
03;24;;;ESTANTE SOLIDO CAL 12 4 NIVELES ROSADO RIMAX;4N ROS RX;06993;;3;210485,775;0;0;0029;RIMAX;;;;125000
03;25;;;BANDEJA 31X21X4.8CM INOX JA180699 JA;JA180699;07058;;12;56470,56;0;0;0270;JA;;;;11500
03;25;;;BANDEJA DORADA 33.5CM INOX 16189-32 YIWU;16189-32;10423;;2;48155;0;0;0740;YIWU;;;;48000
03;25;;;BANDEJA DORADA 36.5CM INOX 16189-33 YIWU;16189-33;10424;;2;58245;0;0;0740;YIWU;;;;55000
03;25;;;BANDEJA DORADA 39.5CM INOX 16189-34 YIWU;16189-34;10425;;2;70301;0;0;0740;YIWU;;;;65000
03;25;;;BANDEJA ESTILO PESCADO 103005 ALUMINIOS ANTIOQUIA;103005;09228;;2;35164;0;0;0625;ALUMINIOS ANTIOQUIA;;;;33000
03;25;01;;BANDEJA #3 DE BARRO NG JUANCHO;#3 BARRO JN;06673;;4;39563,0572;0;0;0310;JUANCHO;;;;22000
03;25;01;;BANDEJA #4 BARRO NG 3042 MADEALAMBRES;3042;08570;;103;788284,5;0;0;0611;MADEALAMBRES;;;;17500
03;25;01;;BANDEJA 31X21 OASIS CORONA;OASIS;05016;;2;43424;0;0;0022;CORONA;;;;38000
03;25;01;;BANDEJA 31X21 TALA RESTREPO CORONA;TALA RESTREPO;05019;;5;108560;0;0;0022;CORONA;;;;38000
03;25;01;;BANDEJA BARRO #3 NG 3041 MADEALAMBRES;3041;08571;;63;448875;37;0;0611;MADEALAMBRES;;;;15500
03;25;01;;BANDEJA MEDIANA LINEA HOTELERA CORONA;;01509;;1;4201,68;0;0;0022;CORONA;;;;7500
03;25;01;;BANDEJA OVALADA SM-12OP PORCELANA JUANCHO;SM-12OP;05510;;5;27500;0;0;0310;JUANCHO;;;;10500
03;25;01;;BANDEJA PORCELANA 299893801 HOME ELEMENTS;299893801;00086;;4;32493;0;0;0003;HOME ELEMENTS;;;;14500
03;25;01;;"BANDEJA PORCELANA BLANCA 12"" OVAL";;01511;;5;26610,65;0;0;01;PRINCIPAL;;;;9500
03;25;02;;BANDEJA 8000ML No 3 666 TRITEC;666 TRITEC;02354;;3;32773,11;0;0;0194;TRITEC;;;;19500
03;25;02;;BANDEJA AUTOSERVICIO 35X5X47 ESTRA;;04404;;5;42940;1;0;0158;ESTRA;;;;18500
03;25;02;;BANDEJA CAFETERA N°2 PLASTICA CANTIPLAST;BPN2PL CANTIPLAST;07875;;6;23652;0;0;0585;CANTIPLAST;;;;9500
03;25;02;;BANDEJA CUADRADA 470 MELAFORM;470 MELAFORM;00039;;1;1400,56;0;0;0068;MELAFORM;;;;2500
03;25;02;;BANDEJA DECORADA 1214 PLESCO;1214;01382;;2;10644,26;0;0;0162;PLESCO;;;;9500
03;25;02;;BANDEJA DECORADA MELAMINA 5516;5516;00062;;3;44537,82;0;0;01;PRINCIPAL;;;;26500
03;25;02;;BANDEJA DECORADA RECTANGULAR JA18054;JA18054;00063;;1;3641,46;0;0;01;PRINCIPAL;;;;6500
03;25;02;;BANDEJA FRUTA MEDIANA P1051BL MELAMINA SABANA;P1051BL SABANA;02981;;55;154832,1522;0;0;0299;SABANA;;;;6500
03;25;02;;BANDEJA MELAFORM NIÑO 473;473;00042;;15;21008,4;0;0;0068;MELAFORM;;;;2500
03;25;02;;BANDEJA MELAMINA 2018;2018;01744;;1;4761,9;0;0;01;PRINCIPAL;;;;8500
03;25;02;;BANDEJA MELAMINA 9006;9006;00069;;3;7563,03;0;0;01;PRINCIPAL;;;;4500
03;25;02;;BANDEJA MELAMINA COROLA P1023;P1023;01745;;11;35742,3;0;0;0067;COROLA;;;;5800
03;25;02;;BANDEJA MELAMINA RECTANGULAR 4603;4603;00072;;1;13725,49;0;0;01;PRINCIPAL;;;;24500
03;25;02;;BANDEJA MELAMINA ROSE 5012;5012;00073;;7;29411,76;0;0;01;PRINCIPAL;;;;7500
03;25;02;;BANDEJA NAVIDEÑA RECTANGULAR CM20575;CM20575;00075;;1;8123,25;0;0;01;PRINCIPAL;;;;14500
03;25;02;;BANDEJA No 2 582 TRITEC;582 TRITEC;02345;;5;46218,5;0;0;0194;TRITEC;;;;16500
03;25;02;;BANDEJA OVALADA 60430 PLESCO;60430;01408;;18;105882,3;0;0;0162;PLESCO;;;;10500
03;25;02;;BANDEJA OVALDA MELAMINA DECORADA 7118;7118;00083;;2;20168,06;0;0;01;PRINCIPAL;;;;18000
03;25;02;;BANDEJA PASABOCAS P1079BL MEDIANA MELAMINA SABANA;P1079BL;05448;;7;53529,42;0;0;0299;SABANA;;;;16500
03;25;02;;BANDEJA PLASTICA DECORADA FLOR AZUL OVALADA AM-R3;AM-R3;00059;;2;14005,6;0;0;01;PRINCIPAL;;;;12500
03;25;02;;BANDEJA PLASTICA DECORADA FLOR ROSAS OVALADA 9717;9717;00060;;4;32493;0;0;01;PRINCIPAL;;;;14500
03;25;02;;BANDEJA PLASTICA GRANDE 159-ROJ ROJO MQ;159-ROJ;05740;;5;40395;0;0;0103;MQ;;;;17500
03;25;02;;BANDEJA PLASTICA GRANDE 159-VER VERDE MQ;159-VER;05741;;5;40400;0;0;0103;MQ;;;;17500
03;25;02;;BANDEJA PLASTICA MEDIANA 158-BEI BEIGE MQ;158-BEI;05742;;2;7612;0;0;0103;MQ;;;;8500
03;25;02;;BANDEJA PLASTICA MEDIANA 158-BLA BLANCO MQ;158-BLA;05743;;1;4301;0;0;0103;MQ;;;;9500
03;25;02;;BANDEJA PLASTICA MEDIANA 158-ROJ ROJO MQ;158-ROJ;05744;;2;8602;0;0;0103;MQ;;;;9500
03;25;02;;BANDEJA PLASTICA MEDIANA 158-VER VERDE MQ;158-VER;05745;;2;8602;0;0;0103;MQ;;;;9500
03;25;02;;BANDEJA PLASTICA MEDIANA 158-WEN WENGUE MQ;158-WEN;05746;;1;4301;0;0;0103;MQ;;;;9500
03;25;02;;BANDEJA PLASTICA PEQUEÑA 157-VER VERDE MQ;157-VER;05747;;4;4428;0;0;0103;MQ;;;;4500
03;25;02;;BANDEJA RECTANGULAR 26X36 NG JA210009 PORTAL DEL HOGAR;JA210009;06286;;3;33277,5;0;0;0134;PORTAL DEL HOGAR;;;;22000
03;25;02;;BANDEJA RECTANGULAR 36X46 JA210011 PORTAL DEL HOGAR;JA210011;06287;;2;32773;0;0;0134;PORTAL DEL HOGAR;;;;32000
03;25;02;;BANDEJA RECTANGULAR 45X65 JA210014 PORTAL DEL HOGAR;JA210014;06288;;1;36974,8334;0;0;0134;PORTAL DEL HOGAR;;;;67000
03;25;02;;BANDEJA RECTANGULAR DECORADA JA180SS;JA180SS;00090;;1;8123,25;0;0;01;PRINCIPAL;;;;14500
03;25;02;;BANDEJA RECTANGULAR DECORADA NAVIDEÑA HX-3917;HX-3917;00091;;1;3641,46;0;0;01;PRINCIPAL;;;;6500
03;25;02;;BANDEJA RECTANGULAR MELAMINA FLORES 801;801;00092;;2;29691,88;0;0;01;PRINCIPAL;;;;26500
03;25;02;;BANDEJA REDONDA 40CM JA210017 PORTAL DEL HOGAR;JA210017;06289;;1;15966,3335;0;0;0134;PORTAL DEL HOGAR;;;;29000
03;25;02;;BANDEJA REFORZADA 40X56 RECTANGULAR JA210013 JA;JA210013;07061;;9;249579,7501;0;0;0270;JA;;;;52000
03;25;02;;BANDEJA TINTERA MELAMINA A-511 JUANCHO;A-511;04039;;1;4500;0;0;0310;JUANCHO;;;;9500
03;25;03;;BANDEJA 50X35X10 JA19426 ACERO INOX CON TAPA JA;JA19426;06079;;2;68907,668;0;0;0270;JA;;;;68000
03;25;03;;BANDEJA 60X40X10 JA19427 ACERO INOX CON TAPA JA;JA19427;06080;;4;171428,6666;0;0;0270;JA;;;;85000
03;25;03;;BANDEJA ALUMINIO #40 REDONDA DIBOL;#40;04539;;5;64030;0;0;0311;DIBOL;;;;27500
03;25;03;;BANDEJA ALUMINIO PIZZA #40 DIBOL;;04540;;5;72755;0;0;0311;DIBOL;;;;32000
03;25;03;;BANDEJA ALUMINIO REDONDA #30 DIBOL;#30;06708;;2;15004;0;0;0311;DIBOL;;;;16500
03;25;03;;BANDEJA INOX 26X19X4.8CM JA180698 PORTAL DEL HOGAR;JA180698;08386;;13;50252,15;0;0;0134;PORTAL DEL HOGAR;;;;9500
03;25;03;;BANDEJA INOX 31X21X2CM JA180694 PORTAL DEL HOGAR;JA180694;05426;;12;52437;0;0;0134;PORTAL DEL HOGAR;;;;10500
03;25;03;;BANDEJA INOX 36X27X2CM JA180695 PORTAL DEL HOGAR;JA180695;10576;;12;62520,96;0;0;0134;PORTAL DEL HOGAR;;;;12500
03;25;03;;BANDEJA INOX 39X29X6.5CM CON TAPA JA19420 PORTAL DE HOGAR;JA19420;08394;;1;19327,73;0;0;0134;PORTAL DEL HOGAR;;;;38000
03;25;03;;BANDEJA INOX 40X30 JA180696 PORTAL DEL HOGAR;JA180696;05428;;14;95462,32;0;0;0134;PORTAL DEL HOGAR;;;;18500
03;25;03;;BANDEJA INOX 44X34X4.8CM JA180702 PORTAL DEL HOGAR;JA180702;08388;;2;19327,74;0;0;0134;PORTAL DEL HOGAR;;;;22500
03;25;03;;BANDEJA INOX 44X34X6.5CM CON TAPA JA19421 PORTAL DEL HOGAR;JA19421;08395;;2;49579,84;0;0;0134;PORTAL DEL HOGAR;;;;48000
03;25;03;;BANDEJA INOX 49X34X6.5CM CON TAPA JA19422 PORTAL DEL HOGAR;JA19422;08396;;3;79411,77;0;0;0134;PORTAL DEL HOGAR;;;;52000
03;25;03;;BANDEJA INOX 50X35X10CM CON TAPA JA19426 PORTAL DEL HOGAR;JA19426;08399;;1;36974,79;0;0;0134;PORTAL DEL HOGAR;;;;68000
03;25;03;;BANDEJA INOX 60X39X6CM CON TAPA JA19423 PORTAL DEL HOGAR;JA19423;08397;;2;69243,7;0;0;0134;PORTAL DEL HOGAR;;;;65000
03;25;03;;BANDEJA INOX 60X40X10CM CON TAPA JA19427 PORTAL DEL HOGAR;JA19427;08400;;1;48739,5;0;0;0134;PORTAL DEL HOGAR;;;;85000
03;25;03;;BANDEJA INOX RECTANGULAR 40X30 JA180701 PORTAL DEL HOGAR;JA180701;04762;;12;88739,52;0;0;0134;PORTAL DEL HOGAR;;;;18500
03;25;03;;BANDEJA OVALADA ACERO 55X37 JA19433 JA;JA19433;05427;;5;56722,5;0;0;0270;JA;;;;38000
03;25;03;;BANDEJA OVALADA GRANDE JA17178 ACERO;JA17178;00078;;4;52661,08;0;0;01;PRINCIPAL;;;;23500
03;25;03;;BANDEJA OVALADA TI-001477 ACERO ALUMAR;TI-001477 ALUMAR;00081;;4;76830,72;0;0;0147;ALUMAR;;;;32000
03;25;03;;BANDEJA OVALADA TL-001475 ACERO ALUMAR;TL-001475;00082;;5;66026,4;0;0;0147;ALUMAR;;;;22000
03;25;03;;BANDEJA PANDA 36X51 2054 MUNAL;2054 MUNAL;00084;;1;36544,51;1;0;0048;MUNAL;;;;62000
03;25;03;;BANDEJA PARA PANADERIA 45X65 ALUMINIO JUANCHO;BANALJN;06429;;5;157665;0;0;0310;JUANCHO;;;;58000
03;25;03;;BANDEJA PESCADO ALUMINIO FUNDIDO JUANCHO;BNPSALFNJN;06446;;1;13000;0;0;0310;JUANCHO;;;;32000
03;25;03;;BANDEJA PIZZA 50CM BANPZ-50 ALUMINIO ALUMAR;BANPZ-50;07411;;2;71104;0;0;0147;ALUMAR;;;;68000
